event_url,title,date,class,venue,year,Overall,Rider,Hometown,Machine,Moto 1,Moto 2
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,21,Coty Schock,"Dover, DE",Yamaha YZ450F,19.0,20.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,22,Ryan Surratt,"Corona, CA",Kawasaki KX450F,23.0,21.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,23,Jared Lesher,"Elderton, PA",Suzuki RM-Z450,24.0,23.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,24,Robert Piazza,"Easton, PA",Honda CRF450R,22.0,25.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,25,Carson Tickle,"Cary, NC",KTM 450 SX-F,26.0,24.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,26,Jacob Runkles,"Sykesville, MD",KTM 450 SX-F,25.0,28.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,27,Bradley Lionnet,South Africa,Honda CRF450R,29.0,27.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,28,Gared Steinke,"Woodland, CA",KTM 250 SX-F,39.0,22.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,29,Brock Papi,"Venetia, PA",Honda CRF450R,32.0,29.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,30,Nick Fratz-Orr,"Oakland, MD",KTM 450 SX-F,31.0,30.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,31,Isaac Teasdale,"Robbinsville, NC",Honda CRF450R,36.0,26.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,32,Luke Neese,"Jamestown, NC",Yamaha YZ450F,28.0,35.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,33,Tyler Stepek,"Mount Airy, MD",Kawasaki KX450F,27.0,36.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,34,Tyler Enticknap,"Lompoc, CA",Honda CRF450R,33.0,31.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,35,Dakota Kessler,"Farmingdale, NJ",Honda CRF450R,34.0,33.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,36,Nathen Laporte,"Wausau, WI",Honda CRF450R,30.0,38.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,37,Bradley Esper,"Howell, MI",Suzuki RM-Z450,35.0,37.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,38,Scott Clark,"Callaway, MD",Kawasaki KX450F,37.0,39.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,39,Connor Olson,"Littleton, CO",Yamaha YZ450F,889.0,32.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,40,Kyle Endriss,"Lew Beach, NY",Yamaha YZ450F,889.0,34.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,41,Nick Gaines,"Ringgold, GA",Yamaha YZ450F,38.0,889.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,42,Devin Culbreth,"Fayetteville, NC",Yamaha YZ450F,889.0,40.0
https://vault.racerxonline.com/2018-08-18/450/budds-creek-motocross-park,Budds Creek - 450,"August 18, 2018",450,Budds Creek Motocross Park,,43,TJ Albright,"Mt Marion, NY",KTM 350 SX-F,40.0,889.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,1,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,1.0,1.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,2,R.J. Hampshire,"Hudson, FL",Honda CRF250R,4.0,3.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,3,Chase Sexton,"La Moille, IL",Honda CRF250R,2.0,6.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,4,Colt Nichols,"Muskogee, OK",Yamaha YZ250F,8.0,2.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,5,Justin Cooper,"Cold Spring Harbor, NY",Yamaha YZ250F,3.0,7.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,6,Austin Forkner,"Richards, MO",Kawasaki KX250F,7.0,5.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,7,Dylan Ferrandis,"Avignon, France",Yamaha YZ250F,10.0,4.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,8,Shane McElrath,"Canton, NC",KTM 250 SX-F,5.0,10.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,9,Michael Mosiman,"Sebastopol, CA",Husqvarna FC 250,6.0,11.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,10,Alex Martin,"Millville, MN",KTM 250 SX-F,9.0,9.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,11,Hunter Sayles,"Merrill, WI",KTM 250 SX-F,12.0,14.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,12,Joey Savatgy,"Thomasville, GA",Kawasaki KX250F,26.0,8.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,13,Justin Rodbell,"Prince Frederick, MD",Yamaha YZ250F,17.0,13.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,14,Austin Wagner,"Niles, MI",Honda CRF250R,15.0,15.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,15,Taylor Strauss,"Helenville, WI",KTM 250 SX-F,14.0,18.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,16,Jeffrey Walker,"Ottawa Lake, MI",Honda CRF250R,11.0,39.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,17,Jordan Bailey,"Orlando, FL",Husqvarna FC 250,889.0,12.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,18,Zac Maley,"Laotto, IN",Yamaha YZ250F,13.0,32.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,19,Tylor Skodras,"Sussex, WI",KTM 250 SX-F,35.0,16.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,20,Cole Zitterkopf,"Fruita, CO",Yamaha YZ250F,16.0,22.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,21,Joshua Philbrick,"Oconomowoc, WI",Honda CRF250R,39.0,17.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,22,Collin Fletchall,"Oak Grove, MO",Yamaha YZ250F,18.0,33.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,23,Maxwell Sanford,"Pasadena, MD",Yamaha YZ250F,36.0,19.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,24,Carter Stephenson,"Rolla, MO",Kawasaki KX250F,19.0,28.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,25,Ryan Blanford,"Kettering, OH",Honda CRF250R,24.0,20.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,26,Cale Kuchnicki,"Alanson, MI",KTM 250 SX-F,20.0,24.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,27,DJ Christie,"Flat Rock, MI",KTM 250 SX-F,21.0,26.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,28,Blake Taylor,"Woodlawn, TN",KTM 250 SX-F,29.0,21.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,29,James Justice,"Columbus, OH",KTM 250 SX-F,27.0,23.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,30,Drayke Sizemore,"Tamaroa, IL",Kawasaki KX250F,22.0,29.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,31,Chaz Braden,"Cedar Rapids, IA",Kawasaki KX250F,28.0,25.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,32,Kyle Hameister,"New London, WI",Husqvarna FC 250,23.0,31.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,33,Mason Wharton,"Brush Prairie, WA",Kawasaki KX250F,30.0,27.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,34,John Weaver,"Medway, OH",Yamaha YZ250F,33.0,30.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,35,Alexander Nagy,"Richmond, IL",Honda CRF250R,25.0,40.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,36,Cameron McAdoo,"Sioux City, IA",Honda CRF250R,31.0,35.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,37,Travis Hardcastle,"Brandenburg, KY",Kawasaki KX250F,34.0,34.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,38,Michael Hand,"Mantua, OH",Yamaha YZ250F,32.0,37.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,39,Lukas Cobian,"Lake Geneva, WI",Kawasaki KX250F,37.0,36.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,40,Dennis Ponton III,"Lakewood, WI",Honda CRF250R,38.0,38.0
https://vault.racerxonline.com/2018-08-25/250/ironman-raceway,Ironman - 250,"August 25, 2018",250,Ironman Raceway,,41,Cody Vanbuskirk,"Harvard, IL",KTM 250 SX-F,40.0,889.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,1,Justin Barcia,"Monroe, NY",Yamaha YZ450F,1.0,1.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,2,Ken Roczen,"Mattstedt, Germany",Honda CRF450R,3.0,2.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,3,Marvin Musquin,"La Reole, France",KTM 450 SX-F,4.0,3.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,4,Eli Tomac,"Cortez, CO",Kawasaki KX450F,2.0,9.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,5,Cooper Webb,"Newport, NC",Yamaha YZ450F,9.0,4.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,6,Tyler Medaglia,"Brookfield, NS",Kawasaki KX450F,7.0,6.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,7,Phil Nicoletti,"Cochecton, NY",Husqvarna FC 450,6.0,7.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,8,Chad Reed,"Kurri Kurri, Australia",Suzuki RM-Z450,5.0,8.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,9,Valentin Teillet,France,Husqvarna FC 350,8.0,10.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,10,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F,16.0,5.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,11,Benny Bloss,"Oak Grove, MO",KTM 450 SX-F,11.0,11.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,12,Henry Miller,"Rochester, MN",Yamaha YZ450F,14.0,13.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,13,Toshiki Tomita,"Kanazawa, Japan",Honda CRF450R,17.0,12.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,14,Ben LaMay,"Anchorage, AK",Honda CRF450R,15.0,15.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,15,Justin Hill,"Yoncalla, OR",Suzuki RM-Z450,10.0,32.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,16,Kyle Cunningham,"Aledo, TX",Suzuki RM-Z450,12.0,20.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,17,Isaac Teasdale,"Robbinsville, NC",Honda CRF450R,13.0,37.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,18,Nick Gaines,"Ringgold, GA",Yamaha YZ450F,31.0,14.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,19,Joey Crown,"Metamora, MI",KTM 350 SX-F,20.0,16.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,20,John Short,"Pilot Point, TX",Yamaha YZ450F,24.0,17.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,21,Jeremy Hand,"Mantua, OH",Honda CRF450R,23.0,18.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,22,Josh Osby,"Valparaiso, IN",KTM 350 SX-F,18.0,23.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,23,Nathen Laporte,"Wausau, WI",Honda CRF450R,30.0,19.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,24,Jason Anderson,"Edgewood, NM",Husqvarna FC 450,19.0,889.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,25,Bryce Backaus,"Neillsville, WI",Yamaha YZ450F,21.0,25.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,26,Lorenzo Locurcio,Venezuela,Honda CRF450R,26.0,21.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,27,Zack Williams,"Elko, MN",KTM 450 SX-F,25.0,22.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,28,Ryan Surratt,"Corona, CA",Kawasaki KX450F,27.0,26.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,29,Robert Piazza,"Easton, PA",Honda CRF450R,22.0,31.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,30,Jacob Runkles,"Sykesville, MD",KTM 450 SX-F,33.0,24.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,31,Brock Papi,"Venetia, PA",Honda CRF450R,32.0,28.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,32,Nick Fratz-Orr,"Oakland, MD",KTM 450 SX-F,37.0,27.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,33,Jake Masterpool,"Paradise, TX",Yamaha YZ450F,38.0,29.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,34,Jared Lesher,"Elderton, PA",Suzuki RM-Z450,28.0,39.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,35,Dylan Merriam,"Corona, CA",Yamaha YZ450F,35.0,33.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,36,Tyler Enticknap,"Lompoc, CA",Honda CRF450R,34.0,34.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,37,Bradley Esper,"Howell, MI",Suzuki RM-Z450,29.0,40.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,38,Brandon Scharer,"Gardena, CA",Yamaha YZ450F,39.0,35.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,39,Carson Tickle,"Cary, NC",KTM 450 SX-F,36.0,38.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,40,Cody Cooper,New Zealand,Honda CRF450R,40.0,36.0
https://vault.racerxonline.com/2018-08-25/450/ironman-raceway,Ironman - 450,"August 25, 2018",450,Ironman Raceway,,41,Bradley Lionnet,South Africa,Honda CRF450R,889.0,30.0
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,1,Colt Nichols,"Muskogee, OK",Yamaha YZ250F,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,2,Dylan Ferrandis,"Avignon, France",Yamaha YZ250F,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,3,Shane McElrath,"Canton, NC",KTM 250 SX-F,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,4,R.J. Hampshire,"Hudson, FL",Honda CRF250R,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,5,Adam Cianciarulo,"Port Orange, FL",Kawasaki KX250F,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,6,Garrett Marchbanks,"Coalville, UT",Kawasaki KX250F,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,7,Jimmy Decotis,"Peabody, MA",Suzuki RM-Z250,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,8,Jacob Hayes,"Greensboro, NC",Yamaha YZ250F,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,9,Chris Blose,"Phoenix, AZ",Husqvarna FC 250,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,10,Jess Pettis,"Prince George, BC",KTM 250 SX-F,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,11,Cameron McAdoo,"Sioux City, IA",Honda CRF250R,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,12,Michael Mosiman,"Sebastopol, CA",Husqvarna FC 250,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,13,Martin Castelo,Ecuador,Suzuki RM-Z250,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,14,Jerry Robin,"Hamel, MN",KTM 250 SX-F,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,15,Enzo Lopes,"Rio Grande do Sul, Brazil",Suzuki RM-Z250,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,16,Sean Cantrell,"Murrieta, CA",KTM 250 SX-F,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,17,Mathias Jorgensen,"Bjerge, Denmark",KTM 250 SX-F,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,18,Bradley Lionnet,South Africa,Yamaha YZ250F,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,19,Brandan Leith,"Eagle Mountain, UT",Husqvarna FC 250,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,20,Carson Brown,"Ravensdale, WA",Husqvarna FC 250,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,21,Thomas Do,France,Suzuki RM-Z250,,
https://vault.racerxonline.com/2019-01-05/250sx-west/angel-stadium,Anaheim 1 - 250SX West,"January 5, 2019",250sx-west,Angel Stadium,,22,Logan Karnow,"Vermilion, OH",Kawasaki KX250F,,
https://vault.racerxonline.com/2019-01-05/450sx/angel-stadium,Anaheim 1 - 450SX,"January 5, 2019",450sx,Angel Stadium,,1,Justin Barcia,"Monroe, NY",Yamaha YZ450F,,
https://vault.racerxonline.com/2019-01-05/450sx/angel-stadium,Anaheim 1 - 450SX,"January 5, 2019",450sx,Angel Stadium,,2,Ken Roczen,"Mattstedt, Germany",Honda CRF450R,,
https://vault.racerxonline.com/2019-01-05/450sx/angel-stadium,Anaheim 1 - 450SX,"January 5, 2019",450sx,Angel Stadium,,3,Eli Tomac,"Cortez, CO",Kawasaki KX450F,,
https://vault.racerxonline.com/2019-01-05/450sx/angel-stadium,Anaheim 1 - 450SX,"January 5, 2019",450sx,Angel Stadium,,4,Dean Wilson,"Scotland, United Kingdom",Husqvarna FC 450,,
https://vault.racerxonline.com/2019-01-05/450sx/angel-stadium,Anaheim 1 - 450SX,"January 5, 2019",450sx,Angel Stadium,,5,Cooper Webb,"Newport, NC",KTM 450 SX-F,,
https://vault.racerxonline.com/2019-01-05/450sx/angel-stadium,Anaheim 1 - 450SX,"January 5, 2019",450sx,Angel Stadium,,6,Aaron Plessinger,"Hamilton, OH",Yamaha YZ450F,,
https://vault.racerxonline.com/2019-01-05/450sx/angel-stadium,Anaheim 1 - 450SX,"January 5, 2019",450sx,Angel Stadium,,7,Malcolm Stewart,"Haines City, FL",Honda CRF450R,,
https://vault.racerxonline.com/2019-01-05/450sx/angel-stadium,Anaheim 1 - 450SX,"January 5, 2019",450sx,Angel Stadium,,8,Marvin Musquin,"La Reole, France",KTM 450 SX-F,,
https://vault.racerxonline.com/2019-01-05/450sx/angel-stadium,Anaheim 1 - 450SX,"January 5, 2019",450sx,Angel Stadium,,9,Chad Reed,"Kurri Kurri, Australia",Suzuki RM-Z450,,
https://vault.racerxonline.com/2019-01-05/450sx/angel-stadium,Anaheim 1 - 450SX,"January 5, 2019",450sx,Angel Stadium,,10,Cole Seely,"Newbury Park, CA",Honda CRF450R,,
https://vault.racerxonline.com/2019-01-05/450sx/angel-stadium,Anaheim 1 - 450SX,"January 5, 2019",450sx,Angel Stadium,,11,Justin Brayton,"Fort Dodge, IA",Honda CRF450R,,
